t,lat,zonal_sst
2017-06-01,18.875,21.96
2017-06-01,19.125,21.87
2017-06-01,19.375,21.73
2017-06-01,19.625,21.57
2017-06-01,19.875,21.62
2017-06-01,20.125,21.45
2017-06-01,20.375,21.26
2017-06-01,20.625,20.84
2017-06-01,20.875,20.76
2017-06-01,21.125,20.94
2017-06-01,21.375,21.04
2017-06-01,21.625,21.22
2017-06-01,21.875,21.35
2017-06-01,22.125,21.62
2017-06-01,22.375,21.71
2017-06-01,22.625,21.69
2017-06-01,22.875,21.76
2017-06-01,23.125,21.74
2017-06-01,23.375,21.9
2017-06-01,23.625,22.08
2017-06-01,23.875,22.1
2017-06-01,24.125,22.07
2017-06-01,24.375,21.97
2017-06-01,24.625,22.04
2017-07-01,12.625,27.74
2017-07-01,12.875,27.66
2017-07-01,13.125,27.62
2017-07-01,13.375,27.52
2017-07-01,13.625,27.24
2017-07-01,13.875,26.94
2017-07-01,14.125,26.82
2017-07-01,14.375,26.83
2017-07-01,14.625,26.79
2017-07-01,14.875,26.76
2017-07-01,15.125,26.69
2017-07-01,15.375,26.68
2017-07-01,15.625,26.59
2017-07-01,15.875,26.32
2017-07-01,16.125,26.08
2017-07-01,16.375,25.94
2017-07-01,16.625,25.86
2017-07-01,16.875,25.86
2017-07-01,17.125,25.82
2017-07-01,17.375,25.78
2017-07-01,17.625,25.68
2017-07-01,17.875,25.5
2017-07-01,18.125,25.25
2017-07-01,18.375,24.94
2017-07-01,18.625,24.58
2017-07-01,18.875,24.23
2017-07-01,19.125,23.97
2017-07-01,19.375,23.71
2017-07-01,19.625,23.43
2017-07-01,19.875,23.15
2017-07-01,20.125,22.67
2017-07-01,20.375,22.2
2017-07-01,20.625,21.68
2017-07-01,20.875,21.51
2017-07-01,21.125,21.68
2017-07-01,21.375,21.85
2017-07-01,21.625,21.99
2017-07-01,21.875,21.92
2017-07-01,22.125,22.07
2017-07-01,22.375,22.12
2017-07-01,22.625,22.13
2017-07-01,22.875,22.22
2017-07-01,23.125,22.11
2017-07-01,23.375,22.18
2017-07-01,23.625,22.36
2017-07-01,23.875,22.46
2017-07-01,24.125,22.52
2017-07-01,24.375,22.53
2017-07-01,24.625,22.68
2017-08-01,12.625,28.05
2017-08-01,12.875,28.04
2017-08-01,13.125,28.04
2017-08-01,13.375,28.1
2017-08-01,13.625,28.22
2017-08-01,13.875,28.24
2017-08-01,14.125,28.26
2017-08-01,14.375,28.23
2017-08-01,14.625,28.19
2017-08-01,14.875,28.16
2017-08-01,15.125,28.13
2017-08-01,15.375,28.14
2017-08-01,15.625,28.11
2017-08-01,15.875,28.04
2017-08-01,16.125,27.98
2017-08-01,16.375,27.93
2017-08-01,16.625,27.89
2017-08-01,16.875,27.8
2017-08-01,17.125,27.67
2017-08-01,17.375,27.52
2017-08-01,17.625,27.36
2017-08-01,17.875,27.24
2017-08-01,18.125,27.17
2017-08-01,18.375,27.09
2017-08-01,18.625,26.95
2017-08-01,18.875,26.72
2017-08-01,19.125,26.4
2017-08-01,19.375,26.03
2017-08-01,19.625,25.72
2017-08-01,19.875,25.48
2017-08-01,20.125,25.13
2017-08-01,20.375,24.77
2017-08-01,20.625,24.32
2017-08-01,20.875,24.06
2017-08-01,21.125,24
2017-08-01,21.375,23.89
2017-08-01,21.625,23.82
2017-08-01,21.875,23.62
2017-08-01,22.125,23.63
2017-08-01,22.375,23.49
2017-08-01,22.625,23.33
2017-08-01,22.875,23.3
2017-08-01,23.125,23.14
2017-08-01,23.375,23.23
2017-08-01,23.625,23.4
2017-08-01,23.875,23.45
2017-08-01,24.125,23.45
2017-08-01,24.375,23.39
2017-08-01,24.625,23.46
2017-09-01,12.625,28.95
2017-09-01,12.875,28.99
2017-09-01,13.125,29.02
2017-09-01,13.375,29.05
2017-09-01,13.625,29.1
2017-09-01,13.875,29.04
2017-09-01,14.125,29
2017-09-01,14.375,28.95
2017-09-01,14.625,28.93
2017-09-01,14.875,28.91
2017-09-01,15.125,28.86
2017-09-01,15.375,28.81
2017-09-01,15.625,28.72
2017-09-01,15.875,28.62
2017-09-01,16.125,28.51
2017-09-01,16.375,28.44
2017-09-01,16.625,28.39
2017-09-01,16.875,28.29
2017-09-01,17.125,28.16
2017-09-01,17.375,27.94
2017-09-01,17.625,27.78
2017-09-01,17.875,27.63
2017-09-01,18.125,27.43
2017-09-01,18.375,27.16
2017-09-01,18.625,26.84
2017-09-01,18.875,26.58
2017-09-01,19.125,26.44
2017-09-01,19.375,26.19
2017-09-01,19.625,25.78
2017-09-01,19.875,25.34
2017-09-01,20.125,24.75
2017-09-01,20.375,24.21
2017-09-01,20.625,23.61
2017-09-01,20.875,23.35
2017-09-01,21.125,23.43
2017-09-01,21.375,23.46
2017-09-01,21.625,23.51
2017-09-01,21.875,23.37
2017-09-01,22.125,23.44
2017-09-01,22.375,23.34
2017-09-01,22.625,23.26
2017-09-01,22.875,23.34
2017-09-01,23.125,23.29
2017-09-01,23.375,23.43
2017-09-01,23.625,23.61
2017-09-01,23.875,23.62
2017-09-01,24.125,23.58
2017-09-01,24.375,23.45
2017-09-01,24.625,23.47
2017-10-01,12.625,29.72
2017-10-01,12.875,29.73
2017-10-01,13.125,29.75
2017-10-01,13.375,29.75
2017-10-01,13.625,29.74
2017-10-01,13.875,29.65
2017-10-01,14.125,29.6
2017-10-01,14.375,29.48
2017-10-01,14.625,29.36
2017-10-01,14.875,29.2
2017-10-01,15.125,29.03
2017-10-01,15.375,28.85
2017-10-01,15.625,28.67
2017-10-01,15.875,28.55
2017-10-01,16.125,28.44
2017-10-01,16.375,28.36
2017-10-01,16.625,28.25
2017-10-01,16.875,28.05
2017-10-01,17.125,27.85
2017-10-01,17.375,27.56
2017-10-01,17.625,27.39
2017-10-01,17.875,27.24
2017-10-01,18.125,27.07
2017-10-01,18.375,26.83
2017-10-01,18.625,26.48
2017-10-01,18.875,26.05
2017-10-01,19.125,25.73
2017-10-01,19.375,25.44
2017-10-01,19.625,25.21
2017-10-01,19.875,25.02
2017-10-01,20.125,24.53
2017-10-01,20.375,23.98
2017-10-01,20.625,23.33
2017-10-01,20.875,22.98
2017-10-01,21.125,22.97
2017-10-01,21.375,22.91
2017-10-01,21.625,22.94
2017-10-01,21.875,22.86
2017-10-01,22.125,23.04
2017-10-01,22.375,23.06
2017-10-01,22.625,23.07
2017-10-01,22.875,23.17
2017-10-01,23.125,23.13
2017-10-01,23.375,23.3
2017-10-01,23.625,23.55
2017-10-01,23.875,23.6
2017-10-01,24.125,23.59
2017-10-01,24.375,23.53
2017-10-01,24.625,23.68
2017-11-01,12.625,29.03
2017-11-01,12.875,28.99
2017-11-01,13.125,28.92
2017-11-01,13.375,28.84
2017-11-01,13.625,28.72
2017-11-01,13.875,28.69
2017-11-01,14.125,28.66
2017-11-01,14.375,28.65
2017-11-01,14.625,28.53
2017-11-01,14.875,28.34
2017-11-01,15.125,28.07
2017-11-01,15.375,27.82
2017-11-01,15.625,27.65
2017-11-01,15.875,27.56
2017-11-01,16.125,27.51
2017-11-01,16.375,27.48
2017-11-01,16.625,27.43
2017-11-01,16.875,27.25
2017-11-01,17.125,27.16
2017-11-01,17.375,26.94
2017-11-01,17.625,26.85
2017-11-01,17.875,26.72
2017-11-01,18.125,26.52
2017-11-01,18.375,26.21
2017-11-01,18.625,25.82
2017-11-01,18.875,25.38
2017-11-01,19.125,25.14
2017-11-01,19.375,24.89
2017-11-01,19.625,24.52
2017-11-01,19.875,24.15
2017-11-01,20.125,23.77
2017-11-01,20.375,23.36
2017-11-01,20.625,23.01
2017-11-01,20.875,22.85
2017-11-01,21.125,22.9
2017-11-01,21.375,22.73
2017-11-01,21.625,22.58
2017-11-01,21.875,22.29
2017-11-01,22.125,22.34
2017-11-01,22.375,22.31
2017-11-01,22.625,22.33
2017-11-01,22.875,22.48
2017-11-01,23.125,22.46
2017-11-01,23.375,22.59
2017-11-01,23.625,22.76
2017-11-01,23.875,22.78
2017-11-01,24.125,22.77
2017-11-01,24.375,22.74
2017-11-01,24.625,22.87
2017-12-01,12.625,25.96
2017-12-01,12.875,25.84
2017-12-01,13.125,25.7
2017-12-01,13.375,25.55
2017-12-01,13.625,25.28
2017-12-01,13.875,25.25
2017-12-01,14.125,25.18
2017-12-01,14.375,25.23
2017-12-01,14.625,25.03
2017-12-01,14.875,24.84
2017-12-01,15.125,24.73
2017-12-01,15.375,24.51
2017-12-01,15.625,24.22
2017-12-01,15.875,24.11
2017-12-01,16.125,23.98
2017-12-01,16.375,23.83
2017-12-01,16.625,23.68
2017-12-01,16.875,23.34
2017-12-01,17.125,23.24
2017-12-01,17.375,23.03
2017-12-01,17.625,23.08
2017-12-01,17.875,23.11
2017-12-01,18.125,23.06
2017-12-01,18.375,22.92
2017-12-01,18.625,22.74
2017-12-01,18.875,22.56
2017-12-01,19.125,22.54
2017-12-01,19.375,22.46
2017-12-01,19.625,22.21
2017-12-01,19.875,21.75
2017-12-01,20.125,21.42
2017-12-01,20.375,21.1
2017-12-01,20.625,20.94
2017-12-01,20.875,20.94
2017-12-01,21.125,21.05
2017-12-01,21.375,21.02
2017-12-01,21.625,21.02
2017-12-01,21.875,20.85
2017-12-01,22.125,20.88
2017-12-01,22.375,20.77
2017-12-01,22.625,20.7
2017-12-01,22.875,20.82
2017-12-01,23.125,20.83
2017-12-01,23.375,20.95
2017-12-01,23.625,21.04
2017-12-01,23.875,21.02
2017-12-01,24.125,21.05
2017-12-01,24.375,21.11
2017-12-01,24.625,21.32
2018-01-01,12.625,22.5
2018-01-01,12.875,22.25
2018-01-01,13.125,22.04
2018-01-01,13.375,21.9
2018-01-01,13.625,21.8
2018-01-01,13.875,21.78
2018-01-01,14.125,21.79
2018-01-01,14.375,21.89
2018-01-01,14.625,21.87
2018-01-01,14.875,21.77
2018-01-01,15.125,21.62
2018-01-01,15.375,21.25
2018-01-01,15.625,20.91
2018-01-01,15.875,20.88
2018-01-01,16.125,20.9
2018-01-01,16.375,20.91
2018-01-01,16.625,20.86
2018-01-01,16.875,20.5
2018-01-01,17.125,20.31
2018-01-01,17.375,19.87
2018-01-01,17.625,19.66
2018-01-01,17.875,19.49
2018-01-01,18.125,19.4
2018-01-01,18.375,19.38
2018-01-01,18.625,19.4
2018-01-01,18.875,19.44
2018-01-01,19.125,19.62
2018-01-01,19.375,19.75
2018-01-01,19.625,19.72
2018-01-01,19.875,19.47
2018-01-01,20.125,19.29
2018-01-01,20.375,19.09
2018-01-01,20.625,19
2018-01-01,20.875,18.99
2018-01-01,21.125,19.07
2018-01-01,21.375,19.12
2018-01-01,21.625,19.22
2018-01-01,21.875,19.18
2018-01-01,22.125,19.22
2018-01-01,22.375,19.14
2018-01-01,22.625,19.09
2018-01-01,22.875,19.17
2018-01-01,23.125,19.15
2018-01-01,23.375,19.26
2018-01-01,23.625,19.38
2018-01-01,23.875,19.4
2018-01-01,24.125,19.45
2018-01-01,24.375,19.51
2018-01-01,24.625,19.68
2018-02-01,12.625,19.7
2018-02-01,12.875,19.43
2018-02-01,13.125,19.32
2018-02-01,13.375,19.32
2018-02-01,13.625,19.3
2018-02-01,13.875,19.35
2018-02-01,14.125,19.39
2018-02-01,14.375,19.67
2018-02-01,14.625,19.81
2018-02-01,14.875,19.91
2018-02-01,15.125,19.93
2018-02-01,15.375,19.76
2018-02-01,15.625,19.54
2018-02-01,15.875,19.62
2018-02-01,16.125,19.7
2018-02-01,16.375,19.74
2018-02-01,16.625,19.66
2018-02-01,16.875,19.3
2018-02-01,17.125,19.16
2018-02-01,17.375,18.89
2018-02-01,17.625,18.77
2018-02-01,17.875,18.62
2018-02-01,18.125,18.48
2018-02-01,18.375,18.36
2018-02-01,18.625,18.24
2018-02-01,18.875,18.18
2018-02-01,19.125,18.37
2018-02-01,19.375,18.56
2018-02-01,19.625,18.6
2018-02-01,19.875,18.53
2018-02-01,20.125,18.43
2018-02-01,20.375,18.29
2018-02-01,20.625,18.18
2018-02-01,20.875,18.13
2018-02-01,21.125,18.17
2018-02-01,21.375,18.21
2018-02-01,21.625,18.29
2018-02-01,21.875,18.33
2018-02-01,22.125,18.49
2018-02-01,22.375,18.54
2018-02-01,22.625,18.57
2018-02-01,22.875,18.63
2018-02-01,23.125,18.55
2018-02-01,23.375,18.63
2018-02-01,23.625,18.75
2018-02-01,23.875,18.76
2018-02-01,24.125,18.77
2018-02-01,24.375,18.77
2018-02-01,24.625,18.85
2018-03-01,12.625,21.2
2018-03-01,12.875,20.98
2018-03-01,13.125,20.82
2018-03-01,13.375,20.67
2018-03-01,13.625,20.43
2018-03-01,13.875,20.35
2018-03-01,14.125,20.25
2018-03-01,14.375,20.36
2018-03-01,14.625,20.43
2018-03-01,14.875,20.59
2018-03-01,15.125,20.81
2018-03-01,15.375,20.82
2018-03-01,15.625,20.69
2018-03-01,15.875,20.66
2018-03-01,16.125,20.6
2018-03-01,16.375,20.52
2018-03-01,16.625,20.41
2018-03-01,16.875,20.1
2018-03-01,17.125,20.04
2018-03-01,17.375,19.82
2018-03-01,17.625,19.73
2018-03-01,17.875,19.63
2018-03-01,18.125,19.53
2018-03-01,18.375,19.44
2018-03-01,18.625,19.37
2018-03-01,18.875,19.36
2018-03-01,19.125,19.5
2018-03-01,19.375,19.59
2018-03-01,19.625,19.56
2018-03-01,19.875,19.63
2018-03-01,20.125,19.51
2018-03-01,20.375,19.36
2018-03-01,20.625,19.12
2018-03-01,20.875,19.05
2018-03-01,21.125,19.12
2018-03-01,21.375,19.15
2018-03-01,21.625,19.22
2018-03-01,21.875,19.26
2018-03-01,22.125,19.43
2018-03-01,22.375,19.51
2018-03-01,22.625,19.51
2018-03-01,22.875,19.53
2018-03-01,23.125,19.43
2018-03-01,23.375,19.44
2018-03-01,23.625,19.49
2018-03-01,23.875,19.48
2018-03-01,24.125,19.49
2018-03-01,24.375,19.49
2018-03-01,24.625,19.56
2018-04-01,12.625,21.51
2018-04-01,12.875,21.2
2018-04-01,13.125,21
2018-04-01,13.375,20.89
2018-04-01,13.625,20.66
2018-04-01,13.875,20.76
2018-04-01,14.125,20.71
2018-04-01,14.375,20.92
2018-04-01,14.625,20.88
2018-04-01,14.875,20.88
2018-04-01,15.125,20.91
2018-04-01,15.375,20.84
2018-04-01,15.625,20.7
2018-04-01,15.875,20.64
2018-04-01,16.125,20.51
2018-04-01,16.375,20.41
2018-04-01,16.625,20.4
2018-04-01,16.875,20.27
2018-04-01,17.125,20.21
2018-04-01,17.375,19.91
2018-04-01,17.625,19.68
2018-04-01,17.875,19.39
2018-04-01,18.125,19.12
2018-04-01,18.375,18.94
2018-04-01,18.625,18.86
2018-04-01,18.875,18.85
2018-04-01,19.125,18.97
2018-04-01,19.375,18.99
2018-04-01,19.625,18.99
2018-04-01,19.875,19.18
2018-04-01,20.125,19.14
2018-04-01,20.375,19.01
2018-04-01,20.625,18.76
2018-04-01,20.875,18.71
2018-04-01,21.125,18.87
2018-04-01,21.375,19.03
2018-04-01,21.625,19.18
2018-04-01,21.875,19.19
2018-04-01,22.125,19.27
2018-04-01,22.375,19.21
2018-04-01,22.625,19.16
2018-04-01,22.875,19.17
2018-04-01,23.125,19.11
2018-04-01,23.375,19.16
2018-04-01,23.625,19.22
2018-04-01,23.875,19.2
2018-04-01,24.125,19.16
2018-04-01,24.375,19.1
2018-04-01,24.625,19.13
2018-05-01,12.625,22.11
2018-05-01,12.875,21.8
2018-05-01,13.125,21.55
2018-05-01,13.375,21.34
2018-05-01,13.625,20.99
2018-05-01,13.875,21.11
2018-05-01,14.125,21.18
2018-05-01,14.375,21.43
2018-05-01,14.625,21.51
2018-05-01,14.875,21.49
2018-05-01,15.125,21.43
2018-05-01,15.375,21.22
2018-05-01,15.625,20.98
2018-05-01,15.875,20.81
2018-05-01,16.125,20.64
2018-05-01,16.375,20.5
2018-05-01,16.625,20.44
2018-05-01,16.875,20.29
2018-05-01,17.125,20.31
2018-05-01,17.375,20.12
2018-05-01,17.625,20.01
2018-05-01,17.875,19.85
2018-05-01,18.125,19.71
2018-05-01,18.375,19.55
2018-05-01,18.625,19.37
2018-05-01,18.875,19.22
2018-05-01,19.125,19.29
2018-05-01,19.375,19.36
2018-05-01,19.625,19.34
2018-05-01,19.875,19.52
2018-05-01,20.125,19.37
2018-05-01,20.375,19.16
2018-05-01,20.625,18.86
2018-05-01,20.875,18.83
2018-05-01,21.125,19.07
2018-05-01,21.375,19.28
2018-05-01,21.625,19.54
2018-05-01,21.875,19.65
2018-05-01,22.125,19.87
2018-05-01,22.375,19.88
2018-05-01,22.625,19.84
2018-05-01,22.875,19.84
2018-05-01,23.125,19.73
2018-05-01,23.375,19.75
2018-05-01,23.625,19.82
2018-05-01,23.875,19.8
2018-05-01,24.125,19.78
2018-05-01,24.375,19.72
2018-05-01,24.625,19.77
2018-06-01,12.625,25.6
2018-06-01,12.875,25.38
2018-06-01,13.125,25.11
2018-06-01,13.375,24.84
2018-06-01,13.625,24.55
2018-06-01,13.875,24.34
2018-06-01,14.125,24.2
2018-06-01,14.375,24.1
2018-06-01,14.625,23.98
2018-06-01,14.875,23.8
2018-06-01,15.125,23.59
2018-06-01,15.375,23.37
2018-06-01,15.625,23.13
2018-06-01,15.875,22.91
2018-06-01,16.125,22.74
2018-06-01,16.375,22.54
2018-06-01,16.625,22.27
2018-06-01,16.875,22
2018-06-01,17.125,21.74
2018-06-01,17.375,21.55
2018-06-01,17.625,21.44
2018-06-01,17.875,21.33
2018-06-01,18.125,21.18
2018-06-01,18.375,20.97
2018-06-01,18.625,20.71
2018-06-01,18.875,20.46
2018-06-01,19.125,20.39
2018-06-01,19.375,20.36
2018-06-01,19.625,20.22
2018-06-01,19.875,20.17
2018-06-01,20.125,19.83
2018-06-01,20.375,19.48
2018-06-01,20.625,19.05
2018-06-01,20.875,18.96
2018-06-01,21.125,19.25
2018-06-01,21.375,19.62
2018-06-01,21.625,19.94
2018-06-01,21.875,19.95
2018-06-01,22.125,19.99
2018-06-01,22.375,19.95
2018-06-01,22.625,19.93
2018-06-01,22.875,20.01
2018-06-01,23.125,19.95
2018-06-01,23.375,20.03
2018-06-01,23.625,20.14
2018-06-01,23.875,20.13
2018-06-01,24.125,20.08
2018-06-01,24.375,20.05
2018-06-01,24.625,20.21
2018-07-01,12.625,27.42
2018-07-01,12.875,27.34
2018-07-01,13.125,27.25
2018-07-01,13.375,27.17
2018-07-01,13.625,27.12
2018-07-01,13.875,26.89
2018-07-01,14.125,26.7
2018-07-01,14.375,26.49
2018-07-01,14.625,26.34
2018-07-01,14.875,26.16
2018-07-01,15.125,25.88
2018-07-01,15.375,25.57
2018-07-01,15.625,25.29
2018-07-01,15.875,25.05
2018-07-01,16.125,24.96
2018-07-01,16.375,24.93
2018-07-01,16.625,24.79
2018-07-01,16.875,24.53
2018-07-01,17.125,24.17
2018-07-01,17.375,23.91
2018-07-01,17.625,23.63
2018-07-01,17.875,23.45
2018-07-01,18.125,23.33
2018-07-01,18.375,23.22
2018-07-01,18.625,23.1
2018-07-01,18.875,22.92
2018-07-01,19.125,22.61
2018-07-01,19.375,22.23
2018-07-01,19.625,21.94
2018-07-01,19.875,21.88
2018-07-01,20.125,21.64
2018-07-01,20.375,21.33
2018-07-01,20.625,20.82
2018-07-01,20.875,20.53
2018-07-01,21.125,20.53
2018-07-01,21.375,20.58
2018-07-01,21.625,20.61
2018-07-01,21.875,20.5
2018-07-01,22.125,20.56
2018-07-01,22.375,20.61
2018-07-01,22.625,20.63
2018-07-01,22.875,20.7
2018-07-01,23.125,20.67
2018-07-01,23.375,20.75
2018-07-01,23.625,20.91
2018-07-01,23.875,20.97
2018-07-01,24.125,20.99
2018-07-01,24.375,21
2018-07-01,24.625,21.09
2018-08-01,12.625,27.27
2018-08-01,12.875,27.28
2018-08-01,13.125,27.26
2018-08-01,13.375,27.23
2018-08-01,13.625,27.25
2018-08-01,13.875,27.15
2018-08-01,14.125,27.12
2018-08-01,14.375,27.01
2018-08-01,14.625,26.93
2018-08-01,14.875,26.87
2018-08-01,15.125,26.74
2018-08-01,15.375,26.58
2018-08-01,15.625,26.41
2018-08-01,15.875,26.23
2018-08-01,16.125,26.1
2018-08-01,16.375,26.03
2018-08-01,16.625,25.94
2018-08-01,16.875,25.86
2018-08-01,17.125,25.69
2018-08-01,17.375,25.59
2018-08-01,17.625,25.46
2018-08-01,17.875,25.34
2018-08-01,18.125,25.22
2018-08-01,18.375,25.17
2018-08-01,18.625,25.14
2018-08-01,18.875,25.02
2018-08-01,19.125,24.72
2018-08-01,19.375,24.32
2018-08-01,19.625,23.96
2018-08-01,19.875,23.78
2018-08-01,20.125,23.47
2018-08-01,20.375,23.13
2018-08-01,20.625,22.64
2018-08-01,20.875,22.41
2018-08-01,21.125,22.42
2018-08-01,21.375,22.37
2018-08-01,21.625,22.29
2018-08-01,21.875,22.08
2018-08-01,22.125,22.09
2018-08-01,22.375,22.09
2018-08-01,22.625,22.12
2018-08-01,22.875,22.25
2018-08-01,23.125,22.2
2018-08-01,23.375,22.31
2018-08-01,23.625,22.45
2018-08-01,23.875,22.46
2018-08-01,24.125,22.45
2018-08-01,24.375,22.41
2018-08-01,24.625,22.5
2018-09-01,12.625,26.88
2018-09-01,12.875,26.87
2018-09-01,13.125,26.88
2018-09-01,13.375,26.86
2018-09-01,13.625,26.93
2018-09-01,13.875,26.86
2018-09-01,14.125,26.9
2018-09-01,14.375,26.87
2018-09-01,14.625,26.89
2018-09-01,14.875,26.93
2018-09-01,15.125,26.98
2018-09-01,15.375,27.06
2018-09-01,15.625,27.11
2018-09-01,15.875,27.09
2018-09-01,16.125,27.06
2018-09-01,16.375,27.05
2018-09-01,16.625,27
2018-09-01,16.875,26.9
2018-09-01,17.125,26.78
2018-09-01,17.375,26.64
2018-09-01,17.625,26.52
2018-09-01,17.875,26.41
2018-09-01,18.125,26.29
2018-09-01,18.375,26.19
2018-09-01,18.625,26.07
2018-09-01,18.875,25.91
2018-09-01,19.125,25.68
2018-09-01,19.375,25.4
2018-09-01,19.625,25.19
2018-09-01,19.875,25.11
2018-09-01,20.125,24.76
2018-09-01,20.375,24.28
2018-09-01,20.625,23.53
2018-09-01,20.875,22.95
2018-09-01,21.125,22.63
2018-09-01,21.375,22.42
2018-09-01,21.625,22.31
2018-09-01,21.875,22.15
2018-09-01,22.125,22.18
2018-09-01,22.375,22.13
2018-09-01,22.625,22.11
2018-09-01,22.875,22.16
2018-09-01,23.125,22.11
2018-09-01,23.375,22.18
2018-09-01,23.625,22.27
2018-09-01,23.875,22.21
2018-09-01,24.125,22.15
2018-09-01,24.375,22.09
2018-09-01,24.625,22.24
2018-10-01,12.625,28.4
2018-10-01,12.875,28.38
2018-10-01,13.125,28.34
2018-10-01,13.375,28.27
2018-10-01,13.625,28.25
2018-10-01,13.875,28.1
2018-10-01,14.125,28.02
2018-10-01,14.375,27.99
2018-10-01,14.625,27.96
2018-10-01,14.875,27.9
2018-10-01,15.125,27.79
2018-10-01,15.375,27.67
2018-10-01,15.625,27.58
2018-10-01,15.875,27.58
2018-10-01,16.125,27.56
2018-10-01,16.375,27.5
2018-10-01,16.625,27.37
2018-10-01,16.875,27.07
2018-10-01,17.125,26.86
2018-10-01,17.375,26.54
2018-10-01,17.625,26.38
2018-10-01,17.875,26.21
2018-10-01,18.125,26.04
2018-10-01,18.375,25.82
2018-10-01,18.625,25.5
2018-10-01,18.875,25.14
2018-10-01,19.125,24.93
2018-10-01,19.375,24.69
2018-10-01,19.625,24.44
2018-10-01,19.875,24.43
2018-10-01,20.125,24.26
2018-10-01,20.375,23.96
2018-10-01,20.625,23.4
2018-10-01,20.875,23.07
2018-10-01,21.125,22.96
2018-10-01,21.375,22.88
2018-10-01,21.625,22.95
2018-10-01,21.875,22.91
2018-10-01,22.125,23.13
2018-10-01,22.375,23.14
2018-10-01,22.625,23.08
2018-10-01,22.875,23.15
2018-10-01,23.125,23.05
2018-10-01,23.375,23.15
2018-10-01,23.625,23.28
2018-10-01,23.875,23.28
2018-10-01,24.125,23.26
2018-10-01,24.375,23.2
2018-10-01,24.625,23.31
2018-11-01,12.625,27.52
2018-11-01,12.875,27.36
2018-11-01,13.125,27.17
2018-11-01,13.375,26.99
2018-11-01,13.625,26.74
2018-11-01,13.875,26.54
2018-11-01,14.125,26.25
2018-11-01,14.375,26.12
2018-11-01,14.625,25.9
2018-11-01,14.875,25.73
2018-11-01,15.125,25.58
2018-11-01,15.375,25.2
2018-11-01,15.625,24.8
2018-11-01,15.875,24.66
2018-11-01,16.125,24.49
2018-11-01,16.375,24.29
2018-11-01,16.625,24.05
2018-11-01,16.875,23.6
2018-11-01,17.125,23.51
2018-11-01,17.375,23.19
2018-11-01,17.625,23.09
2018-11-01,17.875,22.91
2018-11-01,18.125,22.67
2018-11-01,18.375,22.38
2018-11-01,18.625,22.08
2018-11-01,18.875,21.81
2018-11-01,19.125,21.74
2018-11-01,19.375,21.58
2018-11-01,19.625,21.29
2018-11-01,19.875,21.23
2018-11-01,20.125,21.05
2018-11-01,20.375,20.9
2018-11-01,20.625,20.79
2018-11-01,20.875,20.97
2018-11-01,21.125,21.32
2018-11-01,21.375,21.42
2018-11-01,21.625,21.46
2018-11-01,21.875,21.27
2018-11-01,22.125,21.33
2018-11-01,22.375,21.35
2018-11-01,22.625,21.49
2018-11-01,22.875,21.74
2018-11-01,23.125,21.74
2018-11-01,23.375,21.81
2018-11-01,23.625,21.92
2018-11-01,23.875,21.99
2018-11-01,24.125,22.06
2018-11-01,24.375,22.06
2018-11-01,24.625,22.14
2018-12-01,12.625,25.64
2018-12-01,12.875,25.4
2018-12-01,13.125,25.16
2018-12-01,13.375,24.9
2018-12-01,13.625,24.6
2018-12-01,13.875,24.57
2018-12-01,14.125,24.54
2018-12-01,14.375,24.59
2018-12-01,14.625,24.41
2018-12-01,14.875,24.18
2018-12-01,15.125,23.98
2018-12-01,15.375,23.7
2018-12-01,15.625,23.48
2018-12-01,15.875,23.33
2018-12-01,16.125,22.99
2018-12-01,16.375,22.51
2018-12-01,16.625,22.09
2018-12-01,16.875,21.69
2018-12-01,17.125,21.6
2018-12-01,17.375,21.44
2018-12-01,17.625,21.41
2018-12-01,17.875,21.33
2018-12-01,18.125,21.2
2018-12-01,18.375,21.02
2018-12-01,18.625,20.77
2018-12-01,18.875,20.52
2018-12-01,19.125,20.48
2018-12-01,19.375,20.49
2018-12-01,19.625,20.4
2018-12-01,19.875,20.32
2018-12-01,20.125,20.21
2018-12-01,20.375,20.12
2018-12-01,20.625,20.04
2018-12-01,20.875,20.06
2018-12-01,21.125,20.19
2018-12-01,21.375,20.14
2018-12-01,21.625,20.14
2018-12-01,21.875,19.96
2018-12-01,22.125,19.97
2018-12-01,22.375,20.06
2018-12-01,22.625,20.38
2018-12-01,22.875,20.82
2018-12-01,23.125,20.94
2018-12-01,23.375,20.98
2018-12-01,23.625,20.97
2018-12-01,23.875,20.88
2018-12-01,24.125,20.86
2018-12-01,24.375,20.88
2018-12-01,24.625,21.04
2019-01-01,12.625,23.24
2019-01-01,12.875,22.81
2019-01-01,13.125,22.54
2019-01-01,13.375,22.43
2019-01-01,13.625,22.33
2019-01-01,13.875,22.45
2019-01-01,14.125,22.5
2019-01-01,14.375,22.71
2019-01-01,14.625,22.64
2019-01-01,14.875,22.54
2019-01-01,15.125,22.44
2019-01-01,15.375,22.19
2019-01-01,15.625,21.93
2019-01-01,15.875,21.83
2019-01-01,16.125,21.68
2019-01-01,16.375,21.53
2019-01-01,16.625,21.36
2019-01-01,16.875,21.04
2019-01-01,17.125,20.95
2019-01-01,17.375,20.82
2019-01-01,17.625,20.84
2019-01-01,17.875,20.79
2019-01-01,18.125,20.65
2019-01-01,18.375,20.45
2019-01-01,18.625,20.24
2019-01-01,18.875,20.09
2019-01-01,19.125,20.13
