t_h,R_umol,assimilated_umol,supplied_umol,U_umol_h,A_umol_h,light
1.16,2.39914271671553,1.1983206149437153,1.5974633316592453,1.3237797025424056,1.0587122621760947,True
1.18,2.4044217757601487,1.2195017161609871,1.6239234919211356,1.3222385231918332,1.0593965440239625,True
1.2,2.4096565357035047,1.2406964244755738,1.6503529601790783,1.3207104826941103,1.0600729914309361,True
1.22,2.4148474136832867,1.2619045843625258,1.6767519980458125,1.3191954647623225,1.0607417204090868,True
1.24,2.4199948222222147,1.2831260425948305,1.7031208648170453,1.3176933539807933,1.0614028447489452,True
1.26,2.4250991692893997,1.3043606481995118,1.7294598174889115,1.3162040358085698,1.0620564760724278,True
1.28,2.4301608583607237,1.3256082524147759,1.7557691107754994,1.314727396582361,1.0627027238842521,True
1.3,2.4351802884782594,1.3468687086481692,1.7820489971264286,1.3132633235189577,1.0633416956218968,True
1.32,2.4401578543087514,1.3681418724357206,1.808299726744472,1.3118117047171571,1.0639734967041499,True
1.34,2.4450939462011685,1.3894276014020424,1.8345215476032108,1.3103724291592134,1.0645982305782928,True
1.36,2.449988950243354,1.4107257552213606,1.8607147054647144,1.3089453867118426,1.065215998765969,True
1.3800000000000001,2.454843248317786,1.4320361955794503,1.8868794438972367,1.3075304681267959,1.06582690090777,True
1.4000000000000001,2.459657218156468,1.4533587861364505,1.9130160042929183,1.306127565041031,1.0664310348065933,True
1.42,2.4644312333949565,1.474693392490533,1.9391246258854895,1.304736569976493,1.0670284964698,True
1.44,2.4691656636255606,1.4960398821424048,1.9652055457679654,1.30335737633953,1.067619380150218,True
