"","dist","bio","augMean","febRange","febSD","augSD","annMean","Y","Y1","Y2"
"528",204.611,"BMP",0.656991357696135,0.50416349304176,0.765342743523207,0.418186045776524,1.07326613969211,0.0240549828178694,0.00699300699300699,0.0170619758248624
"529",152.251,"BMP",0.540014597951968,0.30072034652231,0.68091940495229,0.423272784865366,0.97632629803066,0.0240549828178694,0.00699300699300699,0.0170619758248624
"530",98.058,"BMP",0.396586660306323,0.075022777220415,0.325124966625001,0.246410336978848,0.778318318610727,0.0170648464163823,0.00689655172413793,0.0101682946922443
"531",48.594,"BMP",0.262905221867435,0.496709591579873,0.273457122743496,1.4115903489014,0.765724793339542,0.00336700336700337,0,0.00336700336700337
"532",0,"BMP",0,0,0,0,0,0,0,0
"533",45.986,"BMP",0.00748486709492058,0.656603378527543,0.844477288406013,0.184775168933319,0.818809000336866,0.0358306188925081,0,0.0358306188925081
"534",82.404,"BMP",0.0335882717233154,0.802539367257242,0.978141549781842,0.213292150363698,0.202531062481827,0.0451612903225806,0,0.0451612903225806
"535",88.853,"BMP",0.016532243863921,0.754600400315296,0.932390956911101,0.275108601824603,0.123267667596009,0.168539325842697,0,0.168539325842697
"536",144.992,"BMP",0.0543231313551833,0.277719533937687,0.358233016800934,0.611713732565694,0.737601871921938,0.105084745762712,0.102040816326531,0.00304392943618125
"537",191.071,"BMP",0.0872634538086048,0.403967517711395,0.499176023824562,1.25598055919723,0.559338092307936,0.177215189873418,0.121621621621622,0.0555935682517961
"538",238.569,"BMP",0.110959316512415,0.0314420343803018,0.3125098801855,0.597312485282981,0.42592709636484,0.272727272727273,0.135135135135135,0.137592137592138
"581",503.843,"BMP",0.567375429009599,0.658933647882127,0.237209284708317,0.271949317552622,0.113341623349708,0.0976430976430976,0.0289855072463768,0.0686575903967208
"582",452.705,"BMP",0.624789115468684,0.560089610474038,0.400161994859567,0.0413306429948189,0.0983231655085102,0.0939597315436242,0.0287769784172662,0.065182753126358
"583",399.4,"BMP",0.71781446576111,0.310056104217116,0.33655091184729,0.146874582587597,0.139364089128563,0.0939597315436242,0.0287769784172662,0.065182753126358
"584",350.801,"BMP",0.770599835142762,0.101279229743865,0.196488289630787,0.143309469580613,0.164683323676758,0.0903010033444816,0.0285714285714286,0.061729574773053
"585",296.457,"BMP",0.73728432497575,0.0624528921957824,0.0989587408270784,0.179158032660388,0.223696333378455,0.0728476821192053,0.020979020979021,0.0518686611401843
"586",250.597,"BMP",0.649506490601214,0.152439885485784,0.0791345448828057,0.233410876843205,0.254457139355247,0.0596026490066225,0.00699300699300699,0.0526096420136155
"587",198.237,"BMP",0.532529730857047,0.355883032005233,0.163557883453723,0.238497615932047,0.157517297693795,0.0596026490066225,0.00699300699300699,0.0526096420136155
"588",144.044,"BMP",0.389101793211402,0.731626155747958,0.519352321781012,0.0616351680455288,0.0404906817261386,0.0526315789473684,0.00689655172413793,0.0457350272232305
"589",94.58,"BMP",0.255420354772514,1.15331297010742,1.11793441114951,1.22681517996808,0.0530842069973241,0.038961038961039,0.00671140939597315,0.0322496295650658
"590",45.986,"BMP",0.00748486709492058,0.656603378527543,0.844477288406013,0.184775168933319,0.818809000336866,0.0358306188925081,0,0.0358306188925081
"591",0,"BMP",0,0,0,0,0,0,0,0
"592",36.418,"BMP",0.0410731388182359,0.145935988729698,0.13366426137583,0.0285169814303788,1.02134006281869,0.00934579439252336,0,0.00934579439252336
"593",42.867,"BMP",0.0240171109588416,0.0979970217877527,0.0879136685050885,0.0903334328912844,0.695541332740857,0.133514986376022,0,0.133514986376022
"594",99.006,"BMP",0.0468382642602627,0.378883844589857,0.486244271605078,0.426938563632375,0.0812071284149276,0.137254901960784,0.102040816326531,0.0352140856342537
"595",145.085,"BMP",0.0797785867136842,0.252635860816149,0.34530126458145,1.07120539026391,0.25947090802893,0.204892966360856,0.182389937106918,0.022503029253938
"596",192.583,"BMP",0.118444183607335,0.625161344147242,0.531967408220513,0.412537316349663,0.392881903972025,0.294765840220386,0.19496855345912,0.0997972867612662
"639",540.261,"BMP",0.608448567827835,0.804869636611826,0.370873546084147,0.300466298983001,1.1346816861684,0.106666666666667,0.0289855072463768,0.0776811594202899
"640",489.123,"BMP",0.66586225428692,0.706025599203737,0.533826256235396,0.0128136615644402,1.1196632283272,0.102990033222591,0.0287769784172662,0.0742130548053252
"641",435.818,"BMP",0.758887604579346,0.455992092946815,0.470215173223119,0.118357601157218,1.16070415194726,0.102990033222591,0.0287769784172662,0.0742130548053252
"642",387.219,"BMP",0.811672973960998,0.247215218473564,0.330152551006617,0.114792488150234,1.18602338649545,0.0993377483443709,0.0285714285714286,0.0707663197729423
"643",332.875,"BMP",0.778357463793986,0.208388880925481,0.232623002202908,0.150641051230009,1.24503639619715,0.0819672131147541,0.020979020979021,0.0609881921357331
"644",287.015,"BMP",0.69057962941945,0.298375874215482,0.212798806258635,0.204893895412827,1.27579720217394,0.0688524590163934,0.00699300699300699,0.0618594520233865
"645",234.655,"BMP",0.573602869675283,0.501819020734932,0.297222144829553,0.209980634501669,1.17885736051249,0.0688524590163934,0.00699300699300699,0.0618594520233865
"646",180.462,"BMP",0.430174932029638,0.877562144477657,0.653016583156841,0.03311818661515,0.980849381092554,0.0618892508143322,0.00689655172413793,0.0549926990901943
"647",130.998,"BMP",0.29649349359075,1.29924895883711,1.25159867252534,1.1982981985377,0.968255855821369,0.0482315112540193,0.00671140939597315,0.0415201018580461
"648",82.404,"BMP",0.0335882717233154,0.802539367257242,0.978141549781842,0.213292150363698,0.202531062481827,0.0451612903225806,0,0.0451612903225806
"649",36.418,"BMP",0.0410731388182359,0.145935988729698,0.13366426137583,0.0285169814303788,1.02134006281869,0.00934579439252336,0,0.00934579439252336
"650",0,"BMP",0,0,0,0,0,0,0,0
"651",6.449,"BMP",0.0170560278593943,0.0479389669419457,0.045750592870741,0.0618164514609056,0.325798730077836,0.124324324324324,0,0.124324324324324
